[('interés', 'n'), 50] 16.578787320066404
[('asalariado', 'n'), 1] 5.634305913580881
[('bandera', 'n'), 1] 5.634305913580881
[('companías', 'n'), 1] 5.634305913580881
[('crédulos', 'n'), 1] 5.634305913580881
[('confundidos', 'n'), 1] 5.634305913580881
[('tradición', 'n'), 1] 5.634305913580881
[('financiamiento', 'n'), 1] 5.634305913580881
[('sera', 'n'), 1] 5.634305913580881
[('luna', 'n'), 1] 5.634305913580881
[('desatino', 'n'), 1] 5.634305913580881
[('ecocardiogramas', 'n'), 1] 5.634305913580881
[('vietnam', 'n'), 1] 5.634305913580881
[('rueda', 'n'), 1] 5.634305913580881
[('baile', 'n'), 1] 5.634305913580881
[('bolseros', 'n'), 1] 5.634305913580881
[('petroquímica', 'n'), 1] 5.634305913580881
[('agropecuario', 'n'), 1] 5.634305913580881
[('caudillo', 'n'), 1] 5.634305913580881
[('juntillas', 'n'), 1] 5.634305913580881
[('aislados', 'n'), 1] 5.634305913580881
[('conquista', 'n'), 1] 5.634305913580881
[('comprimido', 'n'), 1] 5.634305913580881
[('canadá', 'n'), 1] 5.634305913580881
[('adjunto', 'n'), 1] 5.634305913580881
[('advertiría', 'n'), 1] 5.634305913580881
[('necesarias', 'n'), 1] 5.634305913580881
[('tendenciosas', 'n'), 1] 5.634305913580881
[('adujo', 'n'), 1] 5.634305913580881
[('marcia', 'n'), 1] 5.634305913580881
[('enfrenta', 'n'), 1] 5.634305913580881
[('inepto', 'n'), 1] 5.634305913580881
[('contribución', 'n'), 1] 5.634305913580881
[('agonía', 'n'), 1] 5.634305913580881
[('decretado', 'n'), 1] 5.634305913580881
[('vertiginosa', 'n'), 1] 5.634305913580881
[('conflictiva', 'n'), 1] 5.634305913580881
[('espero', 'n'), 1] 5.634305913580881
[('mesura', 'n'), 1] 5.634305913580881
[('prohibida', 'n'), 1] 5.634305913580881
[('porcentaje', 'n'), 1] 5.634305913580881
[('preparatoria', 'n'), 1] 5.634305913580881
[('alteración', 'n'), 1] 5.634305913580881
[('balón', 'n'), 1] 5.634305913580881
[('solidez', 'n'), 1] 5.634305913580881
[('adjudicados', 'n'), 1] 5.634305913580881
[('genaro', 'n'), 1] 5.634305913580881
[('identificadas', 'n'), 1] 5.634305913580881
[('histérica', 'n'), 1] 5.634305913580881
[('monstruosa', 'n'), 1] 5.634305913580881
[('tamaño', 'n'), 1] 5.634305913580881
[('manipulados', 'n'), 1] 5.634305913580881
[('tren', 'n'), 1] 5.634305913580881
[('resino', 'n'), 1] 5.634305913580881
[('pienso', 'n'), 1] 5.634305913580881
[('paradoja', 'n'), 1] 5.634305913580881
[('maestro', 'n'), 1] 5.634305913580881
[('examinemos', 'n'), 1] 5.634305913580881
[('oración', 'n'), 1] 5.634305913580881
[('diplomado', 'n'), 1] 5.634305913580881
[('enfrentada', 'n'), 1] 5.634305913580881
[('delictuosa', 'n'), 1] 5.634305913580881
[('contundencia', 'n'), 1] 5.634305913580881
[('socorridos', 'n'), 1] 5.634305913580881
[('heredero', 'n'), 1] 5.634305913580881
[('concluidas', 'n'), 1] 5.634305913580881
[('imposibilidad', 'n'), 1] 5.634305913580881
[('sensores', 'n'), 1] 5.634305913580881
[('tragedia', 'n'), 1] 5.634305913580881
[('grandeza', 'n'), 1] 5.634305913580881
[('delegado', 'n'), 1] 5.634305913580881
[('fatídica', 'n'), 1] 5.634305913580881
[('diferenciadora', 'n'), 1] 5.634305913580881
[('manlio', 'n'), 1] 5.634305913580881
[('acercaba', 'n'), 1] 5.634305913580881
[('enfermera', 'n'), 1] 5.634305913580881
[('salgamos', 'n'), 1] 5.634305913580881
[('sosa', 'n'), 1] 5.634305913580881
[('importe', 'n'), 1] 5.634305913580881
[('malentendido', 'n'), 1] 5.634305913580881
[('apoyadas', 'n'), 1] 5.634305913580881
[('beneficiada', 'n'), 1] 5.634305913580881
[('unidas', 'n'), 1] 5.634305913580881
[('irritación', 'n'), 1] 5.634305913580881
[('montoya', 'n'), 1] 5.634305913580881
[('compacto', 'n'), 1] 5.634305913580881
[('xochicalco', 'n'), 1] 5.634305913580881
[('tutto', 'n'), 1] 5.634305913580881
[('gastronomía', 'n'), 1] 5.634305913580881
[('sustituto', 'n'), 1] 5.634305913580881
[('desmitifica', 'n'), 1] 5.634305913580881
[('videoconferencias', 'n'), 1] 5.634305913580881
[('adquisición', 'n'), 1] 5.634305913580881
[('sociología', 'n'), 1] 5.634305913580881
[('huatulco', 'n'), 1] 5.634305913580881
[('matamos', 'n'), 1] 5.634305913580881
[('procampo', 'n'), 1] 5.634305913580881
[('económica', 'n'), 1] 5.634305913580881
[('parados', 'n'), 1] 5.634305913580881
[('desnacionalizados', 'n'), 1] 5.634305913580881
[('contrarrevolucionaria', 'n'), 1] 5.634305913580881
[('higinio', 'n'), 1] 5.634305913580881
[('homenaje', 'n'), 1] 5.634305913580881
[('frena', 'n'), 1] 5.634305913580881
[('odiando', 'n'), 1] 5.634305913580881
[('sacudirlo', 'n'), 1] 5.634305913580881
[('letra', 'n'), 1] 5.634305913580881
[('capricho', 'n'), 1] 5.634305913580881
[('afectados', 'n'), 1] 5.634305913580881
[('comprara', 'n'), 1] 5.634305913580881
[('horizonte', 'n'), 1] 5.634305913580881
[('juego', 'n'), 1] 5.634305913580881
[('augusta', 'n'), 1] 5.634305913580881
[('inyección', 'n'), 1] 5.634305913580881
[('zea', 'n'), 1] 5.634305913580881
[('rebelión', 'n'), 1] 5.634305913580881
[('ficción', 'n'), 1] 5.634305913580881
[('pintura', 'n'), 1] 5.634305913580881
[('césar', 'n'), 1] 5.634305913580881
[('ejido', 'n'), 1] 5.634305913580881
[('asigna', 'n'), 1] 5.634305913580881
[('trasnferencia', 'n'), 1] 5.634305913580881
[('electromecánica', 'n'), 1] 5.634305913580881
[('reza', 'n'), 1] 5.634305913580881
[('fabricante', 'n'), 1] 5.634305913580881
[('serlo', 'n'), 1] 5.634305913580881
[('física', 'n'), 1] 5.634305913580881
[('fulgor', 'n'), 1] 5.634305913580881
[('darlas', 'n'), 1] 5.634305913580881
[('transacción', 'n'), 1] 5.634305913580881
[('intenso', 'n'), 1] 5.634305913580881
[('jauja', 'n'), 1] 5.634305913580881
[('dañoso', 'n'), 1] 5.634305913580881
[('fraterno', 'n'), 1] 5.634305913580881
[('mandamiento', 'n'), 1] 5.634305913580881
[('méxicocuernavaca', 'n'), 1] 5.634305913580881
[('corte', 'n'), 1] 5.634305913580881
[('atraso', 'n'), 1] 5.634305913580881
[('despegue', 'n'), 1] 5.634305913580881
[('pluriétnicas', 'n'), 1] 5.634305913580881
[('consagrara', 'n'), 1] 5.634305913580881
[('otorgarlos', 'n'), 1] 5.634305913580881
[('zutano', 'n'), 1] 5.634305913580881
[('tinte', 'n'), 1] 5.634305913580881
[('necesario', 'n'), 1] 5.634305913580881
[('kilómetro', 'n'), 1] 5.634305913580881
[('cfe', 'n'), 1] 5.634305913580881
[('venecia', 'n'), 1] 5.634305913580881
[('consignados', 'n'), 1] 5.634305913580881
[('luto', 'n'), 1] 5.634305913580881
[('acompañamiento', 'n'), 1] 5.634305913580881
[('vámonos', 'n'), 1] 5.634305913580881
[('metiendo', 'n'), 1] 5.634305913580881
[('asalariada', 'n'), 1] 5.634305913580881
[('incidente', 'n'), 1] 5.634305913580881
[('dedo', 'n'), 1] 5.634305913580881
[('pasteurizadoras', 'n'), 1] 5.634305913580881
[('magana', 'n'), 1] 5.634305913580881
[('chiste', 'n'), 1] 5.634305913580881
[('demandando', 'n'), 1] 5.634305913580881
[('bezanilla', 'n'), 1] 5.634305913580881
[('extensión', 'n'), 1] 5.634305913580881
[('quienquiera', 'n'), 1] 5.634305913580881
[('separando', 'n'), 1] 5.634305913580881
[('destacada', 'n'), 1] 5.634305913580881
[('manzanera', 'n'), 1] 5.634305913580881
[('crediticia', 'n'), 1] 5.634305913580881
[('atrayendo', 'n'), 1] 5.634305913580881
[('sobrevino', 'n'), 1] 5.634305913580881
[('canacintra', 'n'), 1] 5.634305913580881
[('comando', 'n'), 1] 5.634305913580881
[('unísono', 'n'), 1] 5.634305913580881
[('litúrgicos', 'n'), 1] 5.634305913580881
[('desembolso', 'n'), 1] 5.634305913580881
[('basura', 'n'), 1] 5.634305913580881
[('consenso', 'n'), 1] 5.634305913580881
[('entorno', 'n'), 1] 5.634305913580881
[('asaltante', 'n'), 1] 5.634305913580881
[('finito', 'n'), 1] 5.634305913580881
[('agricultor', 'n'), 1] 5.634305913580881
[('rigor', 'n'), 1] 5.634305913580881
[('escrito', 'n'), 1] 5.634305913580881
[('canto', 'n'), 1] 5.634305913580881
[('examen', 'n'), 1] 5.634305913580881
[('agudiza', 'n'), 1] 5.634305913580881
[('comprando', 'n'), 1] 5.634305913580881
[('demandaba', 'n'), 1] 5.634305913580881
[('homóloga', 'n'), 1] 5.634305913580881
[('charros', 'n'), 1] 5.634305913580881
[('latidas', 'n'), 1] 5.634305913580881
[('indagatorias', 'n'), 1] 5.634305913580881
[('mercdados', 'n'), 1] 5.634305913580881
[('autoconsumo', 'n'), 1] 5.634305913580881
[('acertadas', 'n'), 1] 5.634305913580881
[('ruptura', 'n'), 1] 5.634305913580881
[('gustavo', 'n'), 1] 5.634305913580881
[('originaría', 'n'), 1] 5.634305913580881
[('impoluta', 'n'), 1] 5.634305913580881
[('gallarda', 'n'), 1] 5.634305913580881
[('investigados', 'n'), 1] 5.634305913580881
[('querida', 'n'), 1] 5.634305913580881
[('tremendo', 'n'), 1] 5.634305913580881
[('múgica', 'n'), 1] 5.634305913580881
[('cañedo', 'n'), 1] 5.634305913580881
[('vilo', 'n'), 1] 5.634305913580881
[('chávez', 'n'), 1] 5.634305913580881
[('amelia', 'n'), 1] 5.634305913580881
[('velada', 'n'), 1] 5.634305913580881
[('patrón', 'n'), 1] 5.634305913580881
[('gastronomías', 'n'), 1] 5.634305913580881
[('origina', 'n'), 1] 5.634305913580881
[('sagrada', 'n'), 1] 5.634305913580881
[('renta', 'n'), 1] 5.634305913580881
[('brusca', 'n'), 1] 5.634305913580881
[('nacionalismo', 'n'), 1] 5.634305913580881
[('allora', 'n'), 1] 5.634305913580881
[('erradísimo', 'n'), 1] 5.634305913580881
[('sentencia', 'n'), 1] 5.634305913580881
[('lerda', 'n'), 1] 5.634305913580881
[('ocupadas', 'n'), 1] 5.634305913580881
[('insolvencia', 'n'), 1] 5.634305913580881
[('asesor', 'n'), 1] 5.634305913580881
[('maquila', 'n'), 1] 5.634305913580881
[('rafael', 'n'), 1] 5.634305913580881
[('valencia', 'n'), 1] 5.634305913580881
[('cardona', 'n'), 1] 5.634305913580881
[('tecnócrata', 'n'), 1] 5.634305913580881
[('circuito', 'n'), 1] 5.634305913580881
[('pesosanluego', 'n'), 1] 5.634305913580881
[('requeriría', 'n'), 1] 5.634305913580881
[('sobrio', 'n'), 1] 5.634305913580881
[('vocación', 'n'), 1] 5.634305913580881
[('aguda', 'n'), 1] 5.634305913580881
[('manejando', 'n'), 1] 5.634305913580881
[('cupón', 'n'), 1] 5.634305913580881
[('organos', 'n'), 1] 5.634305913580881
[('malpica', 'n'), 1] 5.634305913580881
[('marquesina', 'n'), 1] 5.634305913580881
[('hazaña', 'n'), 1] 5.634305913580881
[('etiqueta', 'n'), 1] 5.634305913580881
[('panorama', 'n'), 1] 5.634305913580881
[('confusos', 'n'), 1] 5.634305913580881
[('policiaca', 'n'), 1] 5.634305913580881
[('electrocardiograma', 'n'), 1] 5.634305913580881
[('estampida', 'n'), 1] 5.634305913580881
[('seguiría', 'n'), 1] 5.634305913580881
[('carantoña', 'n'), 1] 5.634305913580881
[('mediodía', 'n'), 1] 5.634305913580881
[('cívicos', 'n'), 1] 5.634305913580881
[('bienvenidos', 'n'), 1] 5.634305913580881
[('rocha', 'n'), 1] 5.634305913580881
[('recomendando', 'n'), 1] 5.634305913580881
[('sudáfrica', 'n'), 1] 5.634305913580881
[('cuidadosos', 'n'), 1] 5.634305913580881
[('universo', 'n'), 1] 5.634305913580881
[('destinados', 'n'), 1] 5.634305913580881
[('publicación', 'n'), 1] 5.634305913580881
[('zapatismo', 'n'), 1] 5.634305913580881
[('inéditos', 'n'), 1] 5.634305913580881
[('manda', 'n'), 1] 5.634305913580881
[('evento', 'n'), 1] 5.634305913580881
[('noticiario', 'n'), 1] 5.634305913580881
[('desnutridos', 'n'), 1] 5.634305913580881
[('hastío', 'n'), 1] 5.634305913580881
[('escuela', 'n'), 1] 5.634305913580881
[('culebro', 'n'), 1] 5.634305913580881
[('esclerótica', 'n'), 1] 5.634305913580881
[('chile', 'n'), 1] 5.634305913580881
[('buscaremos', 'n'), 1] 5.634305913580881
[('contemporánea', 'n'), 1] 5.634305913580881
[('dejarlo', 'n'), 1] 5.634305913580881
[('prerrequisito', 'n'), 1] 5.634305913580881
[('legislativos', 'n'), 1] 5.634305913580881
[('búho', 'n'), 1] 5.634305913580881
[('eraclio', 'n'), 1] 5.634305913580881
[('guatemalteco', 'n'), 1] 5.634305913580881
[('patrocinio', 'n'), 1] 5.634305913580881
[('referéndum', 'n'), 1] 5.634305913580881
[('continente', 'n'), 1] 5.634305913580881
[('regidor', 'n'), 1] 5.634305913580881
[('popularizado', 'n'), 1] 5.634305913580881
[('morada', 'n'), 1] 5.634305913580881
[('señorita', 'n'), 1] 5.634305913580881
[('exhaustivas', 'n'), 1] 5.634305913580881
[('sofisticados', 'n'), 1] 5.634305913580881
[('reporta', 'n'), 1] 5.634305913580881
[('primavera', 'n'), 1] 5.634305913580881
[('elegido', 'n'), 1] 5.634305913580881
[('provincia', 'n'), 1] 5.634305913580881
[('atractivo', 'n'), 1] 5.634305913580881
[('percance', 'n'), 1] 5.634305913580881
[('textura', 'n'), 1] 5.634305913580881
[('abono', 'n'), 1] 5.634305913580881
[('maravillosa', 'n'), 1] 5.634305913580881
[('siento', 'n'), 1] 5.634305913580881
[('despertarnos', 'n'), 1] 5.634305913580881
[('ligeros', 'n'), 1] 5.634305913580881
[('resueltos', 'n'), 1] 5.634305913580881
[('guía', 'n'), 1] 5.634305913580881
[('malestar', 'n'), 1] 5.634305913580881
[('militar', 'n'), 1] 5.634305913580881
[('agilidad', 'n'), 1] 5.634305913580881
[('dolorosa', 'n'), 1] 5.634305913580881
[('navarro', 'n'), 1] 5.634305913580881
[('cripta', 'n'), 1] 5.634305913580881
[('agrarismo', 'n'), 1] 5.634305913580881
[('efectuada', 'n'), 1] 5.634305913580881
[('sombrío', 'n'), 1] 5.634305913580881
[('libra', 'n'), 1] 5.634305913580881
[('dosis', 'n'), 1] 5.634305913580881
[('colombia', 'n'), 1] 5.634305913580881
[('jardín', 'n'), 1] 5.634305913580881
[('vana', 'n'), 1] 5.634305913580881
[('encumbrado', 'n'), 1] 5.634305913580881
[('detenernos', 'n'), 1] 5.634305913580881
[('causante', 'n'), 1] 5.634305913580881
[('aguinaco', 'n'), 1] 5.634305913580881
[('revisión', 'n'), 1] 5.634305913580881
[('eternizados', 'n'), 1] 5.634305913580881
[('ala', 'n'), 1] 5.634305913580881
[('olor', 'n'), 1] 5.634305913580881
[('canalizarlos', 'n'), 1] 5.634305913580881
[('manifestando', 'n'), 1] 5.634305913580881
[('india', 'n'), 1] 5.634305913580881
[('astroso', 'n'), 1] 5.634305913580881
[('inaugura', 'n'), 1] 5.634305913580881
[('fragilidad', 'n'), 1] 5.634305913580881
[('vendiendo', 'n'), 1] 5.634305913580881
[('jurista', 'n'), 1] 5.634305913580881
[('huella', 'n'), 1] 5.634305913580881
[('prestados', 'n'), 1] 5.634305913580881
[('cuernavaca', 'n'), 1] 5.634305913580881
[('corporativo', 'n'), 1] 5.634305913580881
[('cinematografistas', 'n'), 1] 5.634305913580881
[('dios', 'n'), 1] 5.634305913580881
[('sometimiento', 'n'), 1] 5.634305913580881
[('respetuosa', 'n'), 1] 5.634305913580881
[('pequeña', 'n'), 1] 5.634305913580881
[('subsidiada', 'n'), 1] 5.634305913580881
[('evoluciona', 'n'), 1] 5.634305913580881
[('encaminada', 'n'), 1] 5.634305913580881
[('armonía', 'n'), 1] 5.634305913580881
[('desincorporados', 'n'), 1] 5.634305913580881
[('tónica', 'n'), 1] 5.634305913580881
[('huerta', 'n'), 1] 5.634305913580881
[('creencia', 'n'), 1] 5.634305913580881
[('rentabilidad', 'n'), 1] 5.634305913580881
[('sucediendo', 'n'), 1] 5.634305913580881
[('videograbadoras', 'n'), 1] 5.634305913580881
[('depósito', 'n'), 1] 5.634305913580881
[('valida', 'n'), 1] 5.634305913580881
[('pista', 'n'), 1] 5.634305913580881
[('inclinara', 'n'), 1] 5.634305913580881
[('reseñadas', 'n'), 1] 5.634305913580881
[('tacubaya', 'n'), 1] 5.634305913580881
[('limitación', 'n'), 1] 5.634305913580881
[('regalo', 'n'), 1] 5.634305913580881
[('llamando', 'n'), 1] 5.634305913580881
[('cápita', 'n'), 1] 5.634305913580881
[('ricargo', 'n'), 1] 5.634305913580881
[('asimila', 'n'), 1] 5.634305913580881
[('jurídicapolitológica', 'n'), 1] 5.634305913580881
[('librado', 'n'), 1] 5.634305913580881
[('ruina', 'n'), 1] 5.634305913580881
[('veamos', 'n'), 1] 5.634305913580881
[('prensado', 'n'), 1] 5.634305913580881
[('encono', 'n'), 1] 5.634305913580881
[('tocamos', 'n'), 1] 5.634305913580881
[('coordinación', 'n'), 1] 5.634305913580881
[('económico', 'n'), 1] 5.634305913580881
[('cupos', 'n'), 1] 5.634305913580881
[('construya', 'n'), 1] 5.634305913580881
[('incendiaria', 'n'), 1] 5.634305913580881
[('mauro', 'n'), 1] 5.634305913580881
[('echamos', 'n'), 1] 5.634305913580881
[('fundamentado', 'n'), 1] 5.634305913580881
[('esclarecimiento', 'n'), 1] 5.634305913580881
[('expresara', 'n'), 1] 5.634305913580881
[('ignominia', 'n'), 1] 5.634305913580881
[('sayula', 'n'), 1] 5.634305913580881
[('quiroga', 'n'), 1] 5.634305913580881
[('negaba', 'n'), 1] 5.634305913580881
[('liberación', 'n'), 1] 5.634305913580881
[('comenzaba', 'n'), 1] 5.634305913580881
[('golf', 'n'), 1] 5.634305913580881
[('aviso', 'n'), 1] 5.634305913580881
[('aeronave', 'n'), 1] 5.634305913580881
[('búfalo', 'n'), 1] 5.634305913580881
[('porfirista', 'n'), 1] 5.634305913580881
[('lastimoso', 'n'), 1] 5.634305913580881
[('nacionalista', 'n'), 1] 5.634305913580881
[('estratosféricas', 'n'), 1] 5.634305913580881
[('amortización', 'n'), 1] 5.634305913580881
[('villarreal', 'n'), 1] 5.634305913580881
[('caldera', 'n'), 1] 5.634305913580881
[('docena', 'n'), 1] 5.634305913580881
[('calificando', 'n'), 1] 5.634305913580881
[('expresa', 'n'), 1] 5.634305913580881
[('claroscuro', 'n'), 1] 5.634305913580881
[('solvencia', 'n'), 1] 5.634305913580881
[('exportadores', 'n'), 1] 5.634305913580881
[('macroeconómicas', 'n'), 1] 5.634305913580881
[('invitación', 'n'), 1] 5.634305913580881
[('multimedios', 'n'), 1] 5.634305913580881
[('desventaja', 'n'), 1] 5.634305913580881
[('viajero', 'n'), 1] 5.634305913580881
[('fecundo', 'n'), 1] 5.634305913580881
[('jurídicas', 'n'), 1] 5.634305913580881
[('cambiaria', 'n'), 1] 5.634305913580881
[('imagen', 'n'), 1] 5.634305913580881
